,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min),prediction
13821,9ABB,BANGRES19DEL02,34,4.5,12.914264,77.6784,13.044264,77.8084,Meal ,motorcycle ,24,23.846292
21285,B7CF,PUNERES13DEL01,26,5.0,18.56245,73.916619,18.57245,73.926619,Drinks ,electric_scooter ,15,14.930243
10826,2.7E+05,JAPRES16DEL03,31,4.8,26.849596,75.800512,26.909596,75.860512,Meal ,motorcycle ,35,34.991367
14760,8D0B,PUNERES13DEL02,34,3.7,18.56245,73.916619,18.64245,73.996619,Snack ,scooter ,37,36.741386
28376,4B66,BANGRES18DEL02,30,4.8,12.913041,77.683237,12.963041,77.733237,Meal ,motorcycle ,24,23.939972
17361,915,PUNERES02DEL01,20,4.8,18.55144,73.804855,18.56144,73.814855,Meal ,motorcycle ,20,19.830437
4803,5C00,MYSRES09DEL02,38,4.6,12.323194,76.630583,12.343194,76.650583,Snack ,scooter ,26,26.144175
36732,26C7,VADRES11DEL01,21,4.7,22.308096,73.167753,22.378096,73.237753,Meal ,scooter ,22,22.060421
28917,182C,HYDRES14DEL02,21,4.5,17.426228,78.407495,17.476228,78.457495,Drinks ,motorcycle ,21,21.113577
40788,AE51,CHENRES17DEL01,29,4.5,13.045479,80.23311,13.115479,80.30311,Meal ,motorcycle ,16,16.074535
43025,4B84,JAPRES01DEL01,38,4.4,26.90519,75.810753,27.01519,75.920753,Meal ,motorcycle ,45,45.89883
30019,5418,SURRES02DEL01,29,4.9,21.186608,72.794136,21.256608,72.864136,Meal ,scooter ,21,21.124123
23119,9D23,MYSRES05DEL03,23,4.7,12.323978,76.627961,12.353978,76.657961,Drinks ,electric_scooter ,11,10.939624
4701,9ADB,CHENRES01DEL03,35,4.6,13.005801,80.250744,13.065801,80.310744,Buffet ,motorcycle ,32,32.336926
41238,3143,MYSRES04DEL03,20,5.0,12.3085,76.665808,12.3985,76.755808,Buffet ,motorcycle ,35,35.02575
8149,B023,JAPRES03DEL03,26,4.7,26.913483,75.803139,27.003483,75.893139,Meal ,electric_scooter ,17,17.15564
25437,BFCC,LUDHRES010DEL01,29,4.7,30.89286,75.822199,30.93286,75.862199,Drinks ,electric_scooter ,17,17.006456
34224,33CF,JAPRES17DEL01,22,4.2,26.892312,75.806896,27.002312,75.916896,Drinks ,electric_scooter ,39,38.854927
37179,CF6A,LUDHRES17DEL02,25,4.8,30.893384,75.821202,30.913384,75.841202,Snack ,scooter ,19,19.030708
42847,21ED,MYSRES17DEL01,24,5.0,12.326356,76.619103,12.366356,76.659103,Meal ,scooter ,26,26.174265
44055,1522,CHENRES02DEL01,38,5.0,13.086438,80.220672,13.156439,80.290672,Buffet ,motorcycle ,28,28.029602
11853,C1B,BANGRES04DEL01,27,4.6,12.98041,77.640489,12.99041,77.650489,Snack ,electric_scooter ,16,16.06772
18637,CE0A,KOLRES04DEL02,28,5.0,22.538731,88.364878,22.668731,88.494878,Snack ,motorcycle ,36,35.9905
33524,3D37,HYDRES13DEL03,37,4.3,17.431477,78.40035,17.491477,78.46035,Drinks ,scooter ,32,32.214485
26659,A0B2,MYSRES08DEL01,34,4.6,12.297954,76.665169,12.407954,76.775169,Snack ,scooter ,29,29.141817
30248,5876,SURRES02DEL01,26,4.8,21.186608,72.794136,21.226608,72.834136,Meal ,motorcycle ,25,24.981205
17283,90D7,RANCHIRES01DEL02,29,3.8,23.416792,85.316842,23.466792,85.366842,Drinks ,motorcycle ,42,41.9319
44580,5FC9,HYDRES05DEL03,33,4.7,17.433809,78.386744,17.463809,78.416744,Meal ,motorcycle ,26,26.16404
29225,E1B1,AGRRES04DEL02,39,4.7,27.195928,77.998092,27.275928,78.078092,Snack ,motorcycle ,24,23.846292
7376,D831,GOARES06DEL03,34,4.2,15.56155,73.749092,15.59155,73.779092,Snack ,motorcycle ,30,29.963593
8280,AE2,PUNERES20DEL02,25,4.9,18.592718,73.773572,18.722718,73.903572,Snack ,motorcycle ,16,16.074535
3801,8AE2,JAPRES01DEL02,23,4.8,26.90519,75.810753,26.92519,75.830753,Meal ,motorcycle ,22,22.039864
34111,804D,SURRES08DEL01,35,4.6,21.173343,72.792731,21.283343,72.902731,Buffet ,motorcycle ,39,38.91466
33750,361F,VADRES01DEL03,21,4.6,22.307898,73.167788,22.397898,73.257788,Drinks ,scooter ,19,19.029854
5614,1EBF,COIMBRES08DEL01,29,4.6,11.001852,76.976268,11.041852,77.016268,Snack ,scooter ,21,21.113611
29726,C81E,GOARES010DEL02,34,4.3,15.546594,73.760431,15.626594,73.840431,Snack ,motorcycle ,40,40.19658
43030,A30F,BANGRES12DEL02,28,4.7,12.939496,77.625999,13.019496,77.705999,Snack ,motorcycle ,24,23.846292
37245,37B5,PUNERES05DEL03,22,4.7,18.543626,73.905101,18.633626,73.995101,Meal ,motorcycle ,21,21.107952
27652,2.9E+02,JAPRES01DEL03,26,4.9,26.90519,75.810753,26.96519,75.870753,Buffet ,motorcycle ,28,27.875578
31299,7BF6,MYSRES010DEL03,20,4.9,12.321214,76.621094,12.411214,76.711094,Buffet ,motorcycle ,22,22.04425
10049,2E+02,BANGRES07DEL03,32,4.2,12.978453,77.643685,13.068453,77.733685,Snack ,motorcycle ,33,33.033077
16677,1D5E,RANCHIRES07DEL01,31,4.6,23.359407,85.325055,23.369407,85.335055,Snack ,motorcycle ,21,21.103565
36457,DF32,LUDHRES15DEL03,29,4.4,30.899584,75.809346,30.929584,75.839346,Meal ,motorcycle ,19,18.868414
38886,6A4B,RANCHIRES02DEL03,21,4.6,0.0,0.0,0.09,0.09,Meal ,scooter ,27,27.11441
17225,1475,HYDRES11DEL01,31,4.7,17.430448,78.418213,17.500448,78.488213,Drinks ,scooter ,24,23.872654
33964,D099,BHPRES01DEL02,35,4.1,23.211529,77.419399,23.231529,77.439399,Snack ,scooter ,33,32.79515
33240,D522,DEHRES07DEL03,23,5.0,30.362686,78.06889,30.502686,78.20889,Snack ,scooter ,41,40.945267
16722,3F5D,SURRES010DEL01,29,5.0,21.17106,72.789292,21.21106,72.829292,Drinks ,motorcycle ,21,21.113577
17557,20FA,PUNERES08DEL03,27,4.4,18.53408,73.89852,18.62408,73.98852,Snack ,scooter ,37,36.741386
22544,19EF,VADRES08DEL02,23,4.8,0.0,0.0,0.05,0.05,Drinks ,motorcycle ,17,16.993757
28883,D8F8,LUDHRES010DEL02,33,4.6,30.89286,75.822199,30.94286,75.872199,Meal ,motorcycle ,34,34.05279
32578,4D68,CHENRES12DEL02,36,3.6,12.972793,80.249982,13.052793,80.329982,Drinks ,scooter ,34,34.072105
6423,FAC,MYSRES07DEL03,39,4.9,12.325461,76.632278,12.355461,76.662278,Meal ,electric_scooter ,17,17.006456
19875,5BDC,MUMRES14DEL02,35,4.9,19.1813,72.836191,19.2013,72.856191,Buffet ,scooter ,28,27.855907
15508,BD1F,PUNERES02DEL01,27,4.6,18.55144,73.804855,18.66144,73.914855,Buffet ,scooter ,43,42.877533
38645,7158,INDORES010DEL01,25,4.6,22.75004,75.902847,22.86004,76.012847,Snack ,electric_scooter ,22,22.060421
7547,3283,MYSRES18DEL01,30,4.9,12.337928,76.617889,12.447928,76.727889,Meal ,motorcycle ,44,43.720245
20749,40B2,VADRES02DEL03,23,4.9,0.0,0.0,0.06,0.06,Snack ,motorcycle ,10,10.308073
3730,7FCD,RANCHIRES01DEL01,24,4.5,23.416792,85.316842,23.426792,85.326842,Snack ,scooter ,25,24.955198
42217,83AA,CHENRES18DEL01,32,4.7,12.981615,80.231598,13.051615,80.301598,Meal ,electric_scooter ,16,16.074812
24969,30BA,SURRES03DEL01,24,4.5,21.186884,72.793616,21.196884,72.803616,Buffet ,scooter ,15,14.930243
3458,1CF2,SURRES11DEL03,26,4.8,21.157735,72.768778,21.217735,72.828778,Buffet ,motorcycle ,11,11.075997
32477,16C3,MUMRES07DEL02,29,4.6,19.091458,72.827808,19.171458,72.907808,Buffet ,motorcycle ,47,47.332565
13060,CC0B,ALHRES09DEL01,24,4.8,0.0,0.0,0.07,0.07,Meal ,scooter ,27,27.11441
31999,D908,AGRRES18DEL03,32,4.7,27.161694,78.034714,27.251694,78.124714,Snack ,scooter ,22,22.060421
12227,64CF,HYDRES19DEL02,21,4.7,17.458998,78.500366,17.538998,78.580366,Meal ,motorcycle ,24,23.846292
36239,20CA,BANGRES05DEL02,29,4.8,12.970324,77.645748,13.100324,77.775748,Meal ,scooter ,13,13.111001
35955,75F5,SURRES18DEL01,24,4.8,21.149834,72.778666,21.259834,72.888666,Drinks ,motorcycle ,44,43.720245
42633,5B2E,MYSRES16DEL03,31,4.7,12.316967,76.603067,12.406967,76.693067,Snack ,scooter ,27,27.11441
26571,956B,BANGRES05DEL03,24,4.6,12.970324,77.645748,13.000324,77.675748,Snack ,scooter ,23,23.151405
42862,A80F,MYSRES19DEL01,35,4.9,12.334022,76.618203,12.374022,76.658203,Drinks ,electric_scooter ,26,26.174265
41499,98CD,SURRES06DEL02,29,4.9,21.185047,72.80859,21.315047,72.93859,Drinks ,motorcycle ,29,29.115454
42488,1603,COIMBRES06DEL03,35,4.8,11.021278,76.995017,11.051278,77.025017,Drinks ,motorcycle ,19,19.077866
15244,A511,SURRES02DEL01,26,4.6,21.186608,72.794136,21.226608,72.834136,Buffet ,motorcycle ,18,18.007782
23425,189F,COIMBRES02DEL01,23,4.6,11.022477,76.995667,11.132477,77.105667,Meal ,motorcycle ,34,34.103058
45410,410C,BANGRES01DEL02,22,4.8,12.933284,77.615428,13.013284,77.695428,Drinks ,motorcycle ,28,28.029602
5896,8135,INDORES12DEL03,30,4.9,22.74806,75.8934,22.80806,75.9534,Meal ,scooter ,17,17.006456
3520,CB28,DEHRES11DEL01,37,4.6,0.0,0.0,0.11,0.11,Buffet ,motorcycle ,40,40.19658
43749,2B53,INDORES14DEL01,32,4.6,22.761593,75.886362,22.771593,75.896362,Meal ,motorcycle ,28,27.873396
25996,7822,PUNERES20DEL01,31,4.3,18.592718,73.773572,18.702718,73.883572,Snack ,motorcycle ,37,36.77234
39100,A324,COIMBRES12DEL01,32,4.8,11.000762,76.981876,11.010762,76.991876,Snack ,scooter ,19,19.030708
45350,6A98,CHENRES09DEL01,32,4.3,13.044694,80.26147,13.154694,80.37147,Buffet ,electric_scooter ,32,32.05689
9906,6484,MUMRES19DEL02,24,4.7,19.131141,72.813074,19.151141,72.833074,Snack ,scooter ,18,17.960625
28977,854B,RANCHIRES12DEL03,29,4.9,0.0,0.0,0.06,0.06,Drinks ,motorcycle ,20,19.840448
42680,1.5E+05,INDORES04DEL01,22,4.8,22.753659,75.903365,22.823659,75.973365,Buffet ,scooter ,16,16.074812
1488,CE5B,GOARES03DEL01,31,4.7,15.574828,73.766883,15.614828,73.806883,Drinks ,motorcycle ,35,34.991367
14423,27B1,MYSRES16DEL01,32,4.8,12.316967,76.603067,12.386967,76.673067,Snack ,scooter ,17,17.15564
32103,A734,MYSRES02DEL02,32,4.7,12.304569,76.643622,12.384569,76.723622,Buffet ,motorcycle ,41,41.083363
36097,8695,HYDRES17DEL01,28,4.6,17.451976,78.385883,17.521976,78.455883,Buffet ,motorcycle ,27,27.088047
28918,C778,AURGRES01DEL01,39,4.9,19.876219,75.346017,19.986219,75.456017,Drinks ,motorcycle ,37,36.77234
18429,630D,CHENRES04DEL03,30,4.8,13.02978,80.208812,13.08978,80.268812,Drinks ,motorcycle ,34,34.05279
44825,B66D,RANCHIRES20DEL01,38,4.0,23.39925,85.390464,23.43925,85.430464,Meal ,scooter ,33,32.93572
40465,6A87,CHENRES02DEL03,37,4.6,13.086438,80.220672,13.116438,80.250672,Meal ,scooter ,30,30.001165
24140,6656,SURRES19DEL01,23,4.9,21.149669,72.772629,21.159669,72.782629,Drinks ,motorcycle ,14,14.163783
37683,8C30,INDORES06DEL01,20,4.5,22.728163,75.884212,22.738163,75.894212,Snack ,scooter ,15,14.930243
39987,B34D,CHENRES010DEL02,23,3.1,13.066762,80.251865,13.146762,80.331865,Snack ,scooter ,35,34.994797
8187,D3C8,AGRRES19DEL03,22,4.7,0.0,0.0,0.09,0.09,Snack ,scooter ,20,19.850994
4779,6923,BANGRES09DEL02,25,4.7,12.934179,77.615797,12.984179,77.665797,Snack ,motorcycle ,21,21.113577
13010,DEF4,GOARES13DEL02,38,4.9,15.506205,73.766668,15.526205,73.786668,Buffet ,scooter ,24,23.913965
16302,BAFE,SURRES18DEL02,38,4.1,21.149834,72.778666,21.199834,72.828666,Snack ,motorcycle ,25,24.981205
11287,CB71,KOCRES09DEL03,35,4.9,10.000706,76.349516,10.030706,76.379516,Drinks ,electric_scooter ,21,21.113611
16960,1.5E+01,PUNERES04DEL02,29,4.7,18.51421,73.838429,18.59421,73.918429,Buffet ,scooter ,20,19.850994
25629,ADF7,INDORES19DEL02,28,4.9,22.745536,75.893106,22.875536,76.023106,Meal ,motorcycle ,24,23.846292
3667,8EFA,MUMRES19DEL02,36,4.6,19.131141,72.813074,19.26114,72.943074,Snack ,scooter ,45,45.755608
25233,567F,HYDRES12DEL01,22,4.6,17.429585,78.392621,17.499585,78.462621,Meal ,motorcycle ,41,41.083363
37057,1FF3,SURRES06DEL01,21,4.8,21.185047,72.80859,21.295047,72.91859,Snack ,scooter ,33,33.00212
42731,D313,KOLRES02DEL03,34,3.8,22.514585,88.39331,22.604585,88.48331,Drinks ,scooter ,34,34.072105
40141,8551,COIMBRES04DEL01,21,4.8,11.024839,77.007003,11.034839,77.017003,Snack ,scooter ,28,27.855907
30168,C889,KNPRES06DEL03,23,4.5,0.0,0.0,0.06,0.06,Meal ,scooter ,15,14.788152
32440,DB17,KNPRES17DEL03,23,4.7,26.483042,80.317833,26.543042,80.377833,Snack ,motorcycle ,28,27.875578
19379,28D9,MYSRES03DEL02,24,4.4,12.299524,76.64262,12.319524,76.66262,Buffet ,motorcycle ,35,34.834965
1646,3654,BANGRES13DEL03,34,4.1,12.935662,77.61413,13.025662,77.70413,Meal ,motorcycle ,35,35.02575
1744,C176,DEHRES20DEL01,24,4.9,0.0,0.0,0.04,0.04,Meal ,motorcycle ,24,23.939972
28859,CCBF,KNPRES15DEL03,21,4.0,26.482419,80.320939,26.542419,80.380939,Buffet ,motorcycle ,18,18.007782
17879,9523,COIMBRES15DEL02,24,4.8,11.006686,76.951736,11.026686,76.971736,Drinks ,scooter ,20,19.802757
36535,CE57,ALHRES11DEL02,30,4.8,0.0,0.0,0.05,0.05,Meal ,motorcycle ,16,15.912927
31867,CF33,AURGRES02DEL03,26,4.9,0.0,0.0,0.06,0.06,Meal ,motorcycle ,10,10.308073
2177,89F8,CHENRES11DEL02,26,4.6,13.064181,80.236442,13.144181,80.316442,Meal ,motorcycle ,37,36.77234
12222,8872,RANCHIRES01DEL02,36,4.9,23.416792,85.316842,23.466792,85.366842,Meal ,scooter ,26,26.174265
1835,7411,SURRES08DEL02,22,4.9,21.173343,72.792731,21.193343,72.812731,Meal ,motorcycle ,17,17.141882
19636,6F9B,RANCHIRES02DEL02,37,4.8,0.0,0.0,0.02,0.02,Meal ,motorcycle ,21,21.117403
17063,523F,COIMBRES03DEL03,29,4.7,11.025083,77.015393,11.085083,77.075393,Buffet ,scooter ,11,10.939624
31946,4D61,HYDRES15DEL01,27,4.6,17.45971,78.368855,17.52971,78.438855,Meal ,motorcycle ,10,10.864391
24245,CCDF,BHPRES09DEL02,34,4.7,0.0,0.0,0.13,0.13,Buffet ,electric_scooter ,38,38.188335
22976,839F,CHENRES08DEL02,33,4.8,13.022394,80.242439,13.072394,80.292439,Snack ,motorcycle ,30,29.963593
43918,DD51,AURGRES12DEL03,34,4.8,19.879631,75.323403,19.969631,75.413403,Snack ,scooter ,45,45.755608
28271,B873,SURRES09DEL01,37,4.6,21.175975,72.795503,21.285975,72.905503,Snack ,motorcycle ,38,38.21929
21864,CD0E,DEHRES15DEL01,38,3.6,0.0,0.0,0.11,0.11,Buffet ,scooter ,37,36.741386
35346,AB50,PUNERES08DEL02,33,4.9,18.53408,73.89852,18.61408,73.97852,Buffet ,scooter ,27,27.11441
39798,9004,COIMBRES06DEL01,20,4.7,11.021278,76.995017,11.031278,77.005017,Buffet ,motorcycle ,10,10.169705
32505,D2E9,AURGRES16DEL03,33,4.6,0.0,0.0,0.09,0.09,Meal ,scooter ,19,19.029854
30424,8EB6,BANGRES11DEL01,22,4.8,12.934365,77.616155,13.044365,77.726155,Snack ,motorcycle ,37,36.77234
29296,78A3,BANGRES17DEL02,33,4.7,12.972532,77.608179,12.992532,77.628179,Drinks ,scooter ,22,22.012184
2438,B19D,BANGRES07DEL02,28,5.0,12.978453,77.643685,13.028453,77.693685,Snack ,motorcycle ,27,26.934023
36171,2A72,VADRES16DEL03,35,4.8,0.0,0.0,0.06,0.06,Drinks ,scooter ,19,19.090565
43944,B7A3,INDORES17DEL02,26,4.8,22.761226,75.887522,22.781226,75.907522,Buffet ,motorcycle ,20,19.830437
29507,7C16,CHENRES18DEL01,25,4.6,12.981615,80.231598,12.991615,80.241598,Snack ,scooter ,13,12.849163
6203,A7E1,PUNERES18DEL01,34,4.9,18.593481,73.785901,18.633481,73.825901,Snack ,motorcycle ,26,26.16404
817,D229,GOARES17DEL03,38,4.7,15.496162,73.825364,15.526162,73.855364,Drinks ,motorcycle ,29,29.048677
17785,DA7E,DEHRES20DEL02,30,4.5,0.0,0.0,0.13,0.13,Buffet ,scooter ,23,22.928667
19061,8621,SURRES010DEL01,28,4.7,21.17106,72.789292,21.24106,72.859292,Drinks ,motorcycle ,40,40.19658
23174,71F8,MUMRES04DEL03,26,4.2,19.254567,72.848923,19.314567,72.908923,Meal ,motorcycle ,26,26.16404
23089,46B9,MUMRES010DEL02,31,5.0,19.003517,72.82765,19.023517,72.84765,Buffet ,scooter ,36,35.60355
11063,9535,HYDRES05DEL01,38,4.9,17.433809,78.386744,17.473809,78.426744,Meal ,scooter ,28,27.885803
2392,349D,INDORES05DEL02,23,4.9,22.727021,75.884167,22.857021,76.014167,Buffet ,motorcycle ,24,23.846292
27108,A003,MYSRES04DEL01,31,4.6,12.3085,76.665808,12.3785,76.735808,Snack ,scooter ,26,26.028744
43921,CB3A,AGRRES13DEL01,36,3.8,27.159795,78.04299,27.269795,78.15299,Drinks ,motorcycle ,39,38.91466
13037,4E+06,MUMRES07DEL02,29,4.6,19.091458,72.827808,19.221458,72.957808,Buffet ,electric_scooter ,40,40.136845
14468,AD37,COIMBRES11DEL02,32,4.8,11.001753,76.986241,11.051753,77.036241,Drinks ,electric_scooter ,21,21.113611
4373,5105,COIMBRES08DEL03,22,5.0,11.001852,76.976268,11.091852,77.066268,Snack ,motorcycle ,11,11.279578
14078,5C1E,MUMRES04DEL02,38,4.9,19.254567,72.848923,19.304567,72.898923,Snack ,scooter ,25,24.99143
34348,923B,BANGRES01DEL01,37,4.9,12.933284,77.615428,13.043284,77.725428,Drinks ,motorcycle ,26,26.00238
32,D681,GOARES07DEL01,38,4.9,15.561295,73.749478,15.601295,73.789478,Drinks ,scooter ,25,24.99143
5728,2765,SURRES12DEL01,23,5.0,21.183434,72.814492,21.193434,72.824492,Drinks ,scooter ,14,14.036577
43806,9D27,HYDRES20DEL02,39,4.0,17.483216,78.552111,17.533216,78.602111,Meal ,motorcycle ,49,48.825985
8100,1C76,MYSRES18DEL01,32,4.4,12.337928,76.617889,12.447928,76.727889,Meal ,motorcycle ,35,35.02575
3576,9C06,PUNERES18DEL01,25,5.0,18.593481,73.785901,18.663481,73.855901,Buffet ,scooter ,26,26.028744
27984,9320,PUNERES12DEL01,26,5.0,18.520016,73.830547,18.630016,73.940547,Drinks ,scooter ,36,35.95955
31799,5543,MYSRES01DEL01,33,4.9,12.311072,76.654878,12.351072,76.694878,Drinks ,electric_scooter ,29,29.058903
38894,ACC1,VADRES01DEL03,34,4.7,22.307898,73.167788,22.397898,73.257788,Meal ,motorcycle ,21,21.107952
36477,8A77,HYDRES08DEL01,27,4.6,17.438263,78.397865,17.478263,78.437865,Meal ,scooter ,11,10.939624
40076,17F1,COIMBRES05DEL02,26,4.3,11.022169,76.999594,11.042169,77.019594,Meal ,motorcycle ,37,36.66263
7717,9F5C,HYDRES04DEL03,22,4.8,17.411028,78.329645,17.471028,78.389645,Snack ,scooter ,28,27.885803
19180,5D12,PUNERES13DEL02,29,4.3,18.56245,73.916619,18.61245,73.966619,Snack ,motorcycle ,20,19.840448
20995,7E7D,CHENRES04DEL02,23,4.6,13.02978,80.208812,13.07978,80.258812,Drinks ,motorcycle ,25,24.981205
28764,625F,INDORES09DEL02,27,4.9,22.725835,75.887648,22.745835,75.907648,Snack ,scooter ,15,14.930243
72,5DED,VADRES15DEL02,24,4.8,0.0,0.0,0.08,0.08,Buffet ,motorcycle ,15,14.924431
9594,599A,MYSRES11DEL02,24,4.8,12.323225,76.630028,12.453225,76.760028,Meal ,scooter ,11,11.130779
1461,B672,INDORES17DEL02,27,4.9,22.761226,75.887522,22.891226,76.017522,Buffet ,motorcycle ,18,17.966793
45433,2181,MUMRES09DEL02,26,4.6,18.994049,72.825203,19.044049,72.875203,Drinks ,motorcycle ,16,15.912927
37978,3790,VADRES010DEL01,28,4.7,22.310329,73.169083,22.420329,73.279083,Buffet ,motorcycle ,27,27.088047
19369,5319,SURRES010DEL03,34,4.7,21.17106,72.789292,21.20106,72.819292,Meal ,motorcycle ,28,27.882746
36587,D053,KNPRES02DEL01,21,4.5,26.471617,80.313564,26.481617,80.323564,Meal ,scooter ,12,11.834962
28839,5EB4,MYSRES16DEL01,34,4.5,12.316967,76.603067,12.356967,76.643067,Snack ,electric_scooter ,15,14.788152
10340,B667,JAPRES01DEL03,26,4.6,26.90519,75.810753,26.96519,75.870753,Drinks ,motorcycle ,13,13.041017
20257,2D5B,INDORES01DEL03,21,4.8,22.695207,75.866059,22.755207,75.926059,Snack ,scooter ,14,13.873483
11369,2642,INDORES14DEL01,24,4.8,22.761593,75.886362,22.801593,75.926362,Buffet ,electric_scooter ,21,21.113611
1325,6D71,JAPRES08DEL03,37,4.8,26.910262,75.783013,27.050262,75.923013,Drinks ,motorcycle ,27,27.088047
43279,8529,CHENRES08DEL02,27,5.0,13.022394,80.242439,13.152394,80.372439,Snack ,scooter ,11,11.130779
40808,9711,VADRES03DEL02,33,5.0,22.32,73.17,22.37,73.22,Buffet ,scooter ,37,36.85479
40346,C42D,KNPRES01DEL01,26,4.8,26.483672,80.320708,26.493672,80.330708,Meal ,scooter ,18,17.960625
18632,3870,SURRES09DEL01,29,4.9,21.175975,72.795503,21.185975,72.805503,Snack ,scooter ,13,12.849163
4453,EB4,INDORES13DEL01,35,4.9,22.745049,75.892471,22.785049,75.932471,Drinks ,motorcycle ,37,36.90188
28908,BC5A,CHENRES12DEL03,28,4.7,12.972793,80.249982,13.032793,80.309982,Snack ,motorcycle ,13,13.041017
25839,6D44,RANCHIRES13DEL01,27,4.1,23.374989,85.335486,23.384989,85.345486,Drinks ,motorcycle ,18,17.97564
44114,15D7,MUMRES01DEL01,24,4.6,19.12663,72.829976,19.23663,72.939976,Meal ,motorcycle ,29,29.115454
30034,74CE,SURRES12DEL02,20,4.7,21.183434,72.814492,21.203434,72.834492,Buffet ,motorcycle ,27,26.910162
8361,B7B,CHENRES07DEL03,25,4.0,13.081878,80.248519,13.171878,80.338519,Snack ,electric_scooter ,38,38.188335
13138,2731,INDORES14DEL02,24,5.0,22.761593,75.886362,22.811593,75.936362,Meal ,motorcycle ,29,29.048677
44880,506B,MYSRES20DEL02,37,4.9,12.337978,76.616792,12.387978,76.666792,Snack ,scooter ,16,15.925627
42077,8E+21,RANCHIRES03DEL03,38,4.9,0.0,0.0,0.09,0.09,Meal ,motorcycle ,28,28.029602
2793,4834,CHENRES05DEL03,31,4.7,13.058616,80.264151,13.088616,80.294151,Buffet ,scooter ,28,27.885803
38441,9704,VADRES09DEL01,21,4.6,0.0,0.0,0.11,0.11,Snack ,scooter ,10,10.626296
34861,6D27,BANGRES18DEL01,25,4.5,12.913041,77.683237,12.953041,77.723237,Drinks ,scooter ,12,11.905642
37214,C08A,KOLRES07DEL03,31,4.6,-22.547186,88.35068,22.607185,88.41068,Buffet ,electric_scooter ,15,14.774561
42357,7A5D,CHENRES15DEL01,33,4.2,13.026286,80.275235,13.096286,80.345235,Snack ,motorcycle ,47,47.332565
12137,4F60,HYDRES15DEL02,29,4.8,17.45971,78.368855,17.47971,78.388855,Meal ,scooter ,19,19.030708
19004,3936,CHENRES03DEL03,34,4.3,13.091809,80.219104,13.121809,80.249104,Meal ,scooter ,39,38.796375
28192,95ED,BANGRES02DEL01,24,4.9,12.970221,77.645396,13.040221,77.715396,Snack ,motorcycle ,49,49.22008
16283,D69B,KNPRES17DEL02,35,4.5,26.483042,80.317833,26.533042,80.367833,Meal ,motorcycle ,23,23.14118
5797,6A91,HYDRES06DEL02,29,4.6,17.455894,78.375467,17.505894,78.425467,Buffet ,motorcycle ,13,13.041017
39634,2504,BANGRES18DEL03,20,5.0,12.913041,77.683237,12.943041,77.713237,Meal ,electric_scooter ,21,21.113611
32395,53BB,PUNERES09DEL02,36,4.3,18.536562,73.896485,18.616562,73.976485,Meal ,motorcycle ,36,35.9905
10372,A41D,BANGRES13DEL01,23,4.7,12.935662,77.61413,12.975662,77.65413,Meal ,motorcycle ,19,19.077866
39755,B481,MUMRES010DEL01,29,4.6,19.003517,72.82765,19.013517,72.83765,Meal ,motorcycle ,24,23.931454
18021,8F89,COIMBRES16DEL01,29,4.6,11.010375,76.95295,11.050375,76.99295,Buffet ,motorcycle ,30,29.963593
12717,CCC6,KOLRES09DEL02,39,4.4,22.515082,88.36783,22.595082,88.44783,Buffet ,scooter ,44,43.57702
42550,9B95,CHENRES03DEL01,27,4.8,13.091809,80.219104,13.161809,80.289104,Drinks ,motorcycle ,19,19.001015
1821,A03C,MYSRES010DEL03,24,4.6,12.321214,76.621094,12.411214,76.711094,Snack ,motorcycle ,29,29.115454
21017,AA99,HYDRES16DEL02,36,4.3,17.440827,78.393391,17.570827,78.523391,Buffet ,scooter ,35,34.994797
32952,CC4E,AGRRES02DEL02,34,4.9,0.0,0.0,0.02,0.02,Snack ,scooter ,29,29.019943
21150,4277,CHENRES04DEL02,21,4.6,13.02978,80.208812,13.04978,80.228812,Drinks ,motorcycle ,19,19.045723
8774,2DCA,RANCHIRES14DEL03,29,5.0,0.0,0.0,0.09,0.09,Snack ,electric_scooter ,21,21.124123
22026,AE22,MUMRES03DEL03,25,4.3,19.22384,72.841347,19.28384,72.901347,Snack ,motorcycle ,41,40.924988
30242,A253,COIMBRES06DEL03,20,4.9,11.021278,76.995017,11.111278,77.085017,Drinks ,motorcycle ,33,33.033077
24558,D4E7,ALHRES06DEL02,26,4.7,0.0,0.0,0.08,0.08,Snack ,scooter ,18,17.995632
3497,40AC,RANCHIRES13DEL01,25,4.7,23.374989,85.335486,23.484989,85.445486,Snack ,motorcycle ,23,22.902306
19752,D18B,KOLRES03DEL03,33,4.1,22.526461,88.364453,22.556461,88.394453,Drinks ,motorcycle ,39,38.87941
19109,53D5,SURRES010DEL02,32,4.8,21.17106,72.789292,21.30106,72.919292,Drinks ,scooter ,24,23.872654
8956,2686,COIMBRES14DEL02,37,4.9,11.003681,76.975525,11.083681,77.055525,Drinks ,motorcycle ,29,29.115454
22505,6A94,RANCHIRES16DEL03,26,4.0,23.371292,85.327872,23.461292,85.417872,Snack ,motorcycle ,39,38.91466
9326,A05D,COIMBRES18DEL03,26,5.0,11.02091,76.940432,11.08091,77.000432,Meal ,motorcycle ,19,19.077866
27165,D308,GOARES05DEL01,25,4.8,0.0,0.0,0.04,0.04,Meal ,scooter ,24,23.950197
